print_page,year,word_count,gender,,,,,,,,,,,,,,,,,
15,1997,891,male,,,,,,,,,,,,,,,,,
55,1997,932,male,,,,,,,,,,,,,,,,,
15,1997,169,male,,,,,,,,,,,,,,,,,
7,1997,417,male,,,,,,,,,,,,,,,,,
7,1997,262,male,,,,,,,,,,,,,,,,,
8,1997,655,male,,,,,,,,,,,,,,,,,
8,1997,734,male,,,,,,,,,,,,,,,,,
16,1997,757,male,,,,,,,,,,,,,,,,,
5,1997,456,male,,,,,,,,,,,,,,,,,
53,1997,189,male,,,,,,,,,,,,,,,,,
8,1997,569,female,,,,,,,,,,,,,,,,,
10,1997,123,male,,,,,,,,,,,,,,,,,
6,1997,697,female,,,,,,,,,,,,,,,,,
11,1997,899,male,,,,,,,,,,,,,,,,,
52,1997,395,male,,,,,,,,,,,,,,,,,
11,1997,536,male,,,,,,,,,,,,,,,,,
27,1997,678,male,,,,,,,,,,,,,,,,,
21,1997,420,male,,,,,,,,,,,,,,,,,
27,1997,491,male,,,,,,,,,,,,,,,,,
28,1997,193,male,,,,,,,,,,,,,,,,,
20,1997,1228,female,,,,,,,,,,,,,,,,,
7,1997,582,male,,,,,,,,,,,,,,,,,
6,1997,555,male,,,,,,,,,,,,,,,,,
16,1997,476,female,,,,,,,,,,,,,,,,,
9,1997,1085,female,,,,,,,,,,,,,,,,,
9,1997,894,male,,,,,,,,,,,,,,,,,
19,1997,736,male,,,,,,,,,,,,,,,,,
11,1997,200,female,,,,,,,,,,,,,,,,,
11,1997,747,male,,,,,,,,,,,,,,,,,
6,1997,249,male,,,,,,,,,,,,,,,,,
23,1997,388,male,,,,,,,,,,,,,,,,,
7,1997,539,male,,,,,,,,,,,,,,,,,
40,1997,432,male,,,,,,,,,,,,,,,,,
16,1997,197,male,,,,,,,,,,,,,,,,,
7,1997,799,male,,,,,,,,,,,,,,,,,
13,1997,1149,female,,,,,,,,,,,,,,,,,
22,1997,644,male,,,,,,,,,,,,,,,,,
21,1997,474,male,,,,,,,,,,,,,,,,,
38,1997,334,male,,,,,,,,,,,,,,,,,
13,1997,277,female,,,,,,,,,,,,,,,,,
15,1997,440,male,,,,,,,,,,,,,,,,,
20,1997,562,male,,,,,,,,,,,,,,,,,
11,1997,786,female,,,,,,,,,,,,,,,,,
9,1997,476,male,,,,,,,,,,,,,,,,,
17,1997,361,female,,,,,,,,,,,,,,,,,
9,1997,324,male,,,,,,,,,,,,,,,,,
52,1997,400,male,,,,,,,,,,,,,,,,,
8,1997,294,male,,,,,,,,,,,,,,,,,
16,1997,386,male,,,,,,,,,,,,,,,,,
22,1997,641,male,,,,,,,,,,,,,,,,,
37,1997,356,male,,,,,,,,,,,,,,,,,
10,1997,153,male,,,,,,,,,,,,,,,,,
12,1997,424,male,,,,,,,,,,,,,,,,,
7,1997,558,male,,,,,,,,,,,,,,,,,
33,1997,775,male,,,,,,,,,,,,,,,,,
20,1997,393,male,,,,,,,,,,,,,,,,,
6,1997,789,male,,,,,,,,,,,,,,,,,
27,1997,562,male,,,,,,,,,,,,,,,,,
15,1997,339,female,,,,,,,,,,,,,,,,,
8,1997,463,male,,,,,,,,,,,,,,,,,
7,1997,178,male,,,,,,,,,,,,,,,,,
16,1997,1649,male,,,,,,,,,,,,,,,,,
15,1997,793,male,,,,,,,,,,,,,,,,,
15,1997,145,male,,,,,,,,,,,,,,,,,
12,1997,456,male,,,,,,,,,,,,,,,,,
15,1997,178,male,,,,,,,,,,,,,,,,,
26,1997,1222,male,,,,,,,,,,,,,,,,,
13,1997,476,male,,,,,,,,,,,,,,,,,
16,1997,223,male,,,,,,,,,,,,,,,,,
22,1997,778,male,,,,,,,,,,,,,,,,,
38,1997,389,male,,,,,,,,,,,,,,,,,
23,1997,2413,male,,,,,,,,,,,,,,,,,
7,1997,249,male,,,,,,,,,,,,,,,,,
7,1997,800,male,,,,,,,,,,,,,,,,,
25,1997,1160,female,,,,,,,,,,,,,,,,,
14,1997,122,male,,,,,,,,,,,,,,,,,
20,1997,251,male,,,,,,,,,,,,,,,,,
28,1997,251,male,,,,,,,,,,,,,,,,,
9,1997,790,male,,,,,,,,,,,,,,,,,
22,1997,373,female,,,,,,,,,,,,,,,,,
46,1997,191,female,,,,,,,,,,,,,,,,,
10,1997,1007,male,,,,,,,,,,,,,,,,,
9,1997,207,male,,,,,,,,,,,,,,,,,
11,1997,366,male,,,,,,,,,,,,,,,,,
11,1997,244,male,,,,,,,,,,,,,,,,,
15,1997,704,male,,,,,,,,,,,,,,,,,
25,1997,711,male,,,,,,,,,,,,,,,,,
15,1997,381,male,,,,,,,,,,,,,,,,,
7,1997,787,male,,,,,,,,,,,,,,,,,
38,1997,847,male,,,,,,,,,,,,,,,,,
19,1997,406,male,,,,,,,,,,,,,,,,,
7,1997,492,male,,,,,,,,,,,,,,,,,
9,1997,940,female,,,,,,,,,,,,,,,,,
8,1997,371,male,,,,,,,,,,,,,,,,,
9,1997,125,male,,,,,,,,,,,,,,,,,
1,1997,2779,male,,,,,,,,,,,,,,,,,
21,1997,285,male,,,,,,,,,,,,,,,,,
11,1997,342,male,,,,,,,,,,,,,,,,,
23,1997,212,male,,,,,,,,,,,,,,,,,
25,1997,225,male,,,,,,,,,,,,,,,,,
15,1997,836,male,,,,,,,,,,,,,,,,,
9,1997,352,male,,,,,,,,,,,,,,,,,
12,1997,603,male,,,,,,,,,,,,,,,,,
7,1997,232,male,,,,,,,,,,,,,,,,,
19,1997,396,male,,,,,,,,,,,,,,,,,
11,1997,133,male,,,,,,,,,,,,,,,,,
1,1997,3251,male,,,,,,,,,,,,,,,,,
6,1997,178,male,,,,,,,,,,,,,,,,,
9,1997,390,male,,,,,,,,,,,,,,,,,
6,1997,544,male,,,,,,,,,,,,,,,,,
10,1997,269,male,,,,,,,,,,,,,,,,,
50,1997,929,male,,,,,,,,,,,,,,,,,
7,1997,1600,male,,,,,,,,,,,,,,,,,
6,1997,365,male,,,,,,,,,,,,,,,,,
1,1997,1572,male,,,,,,,,,,,,,,,,,
15,1997,644,male,,,,,,,,,,,,,,,,,
23,1997,838,male,,,,,,,,,,,,,,,,,
7,1997,331,male,,,,,,,,,,,,,,,,,
13,1997,1450,male,,,,,,,,,,,,,,,,,
19,1997,230,male,,,,,,,,,,,,,,,,,
20,1997,391,male,,,,,,,,,,,,,,,,,
29,1997,259,male,,,,,,,,,,,,,,,,,
9,1997,364,female,,,,,,,,,,,,,,,,,
6,1997,308,male,,,,,,,,,,,,,,,,,
22,1997,697,male,,,,,,,,,,,,,,,,,
14,1997,593,male,,,,,,,,,,,,,,,,,
11,1997,551,male,,,,,,,,,,,,,,,,,
9,1997,794,male,,,,,,,,,,,,,,,,,
30,1997,491,male,,,,,,,,,,,,,,,,,
11,1997,410,female,,,,,,,,,,,,,,,,,
7,1997,201,male,,,,,,,,,,,,,,,,,
8,1997,400,male,,,,,,,,,,,,,,,,,
59,1997,771,male,,,,,,,,,,,,,,,,,
7,1997,354,male,,,,,,,,,,,,,,,,,
8,1997,670,male,,,,,,,,,,,,,,,,,
8,1997,281,female,,,,,,,,,,,,,,,,,
23,1997,593,female,,,,,,,,,,,,,,,,,
27,1997,517,male,,,,,,,,,,,,,,,,,
23,1997,129,male,,,,,,,,,,,,,,,,,
9,1997,593,male,,,,,,,,,,,,,,,,,
8,1997,447,male,,,,,,,,,,,,,,,,,
20,1997,621,male,,,,,,,,,,,,,,,,,
24,1997,434,female,,,,,,,,,,,,,,,,,
19,1997,182,female,,,,,,,,,,,,,,,,,
8,1997,708,male,,,,,,,,,,,,,,,,,
23,1997,303,male,,,,,,,,,,,,,,,,,
17,1997,203,male,,,,,,,,,,,,,,,,,
44,1997,163,male,,,,,,,,,,,,,,,,,
21,1997,270,male,,,,,,,,,,,,,,,,,
23,1997,482,male,,,,,,,,,,,,,,,,,
13,1997,763,male,,,,,,,,,,,,,,,,,
9,1997,168,male,,,,,,,,,,,,,,,,,
10,1997,342,male,,,,,,,,,,,,,,,,,
22,1997,127,male,,,,,,,,,,,,,,,,,
31,1997,785,male,,,,,,,,,,,,,,,,,
23,1997,816,male,,,,,,,,,,,,,,,,,
44,1997,739,male,,,,,,,,,,,,,,,,,
44,1997,599,male,,,,,,,,,,,,,,,,,
23,1997,418,male,,,,,,,,,,,,,,,,,
21,1997,620,male,,,,,,,,,,,,,,,,,
40,1997,254,male,,,,,,,,,,,,,,,,,
9,1997,1232,female,,,,,,,,,,,,,,,,,
9,1997,516,male,,,,,,,,,,,,,,,,,
7,1997,276,female,,,,,,,,,,,,,,,,,
10,1997,757,male,,,,,,,,,,,,,,,,,
10,1997,826,female,,,,,,,,,,,,,,,,,
13,1997,427,male,,,,,,,,,,,,,,,,,
23,1997,679,male,,,,,,,,,,,,,,,,,
7,1997,368,male,,,,,,,,,,,,,,,,,
23,1997,296,male,,,,,,,,,,,,,,,,,
50,1997,540,male,,,,,,,,,,,,,,,,,
7,1997,485,female,,,,,,,,,,,,,,,,,
6,1997,770,female,,,,,,,,,,,,,,,,,
7,1997,345,male,,,,,,,,,,,,,,,,,
7,1997,115,male,,,,,,,,,,,,,,,,,
6,1997,722,male,,,,,,,,,,,,,,,,,
15,1997,413,male,,,,,,,,,,,,,,,,,
8,1997,236,male,,,,,,,,,,,,,,,,,
13,1997,845,male,,,,,,,,,,,,,,,,,
25,1997,228,female,,,,,,,,,,,,,,,,,
32,1997,373,female,,,,,,,,,,,,,,,,,
5,1997,189,female,,,,,,,,,,,,,,,,,
10,1997,694,male,,,,,,,,,,,,,,,,,
29,1997,400,male,,,,,,,,,,,,,,,,,
17,1997,863,male,,,,,,,,,,,,,,,,,
16,1997,463,male,,,,,,,,,,,,,,,,,
16,1997,356,male,,,,,,,,,,,,,,,,,
12,1997,469,male,,,,,,,,,,,,,,,,,
11,1997,499,female,,,,,,,,,,,,,,,,,
7,1997,123,male,,,,,,,,,,,,,,,,,
41,1997,448,male,,,,,,,,,,,,,,,,,
9,1997,526,male,,,,,,,,,,,,,,,,,
20,1997,240,male,,,,,,,,,,,,,,,,,
7,1997,488,male,,,,,,,,,,,,,,,,,
50,1997,386,male,,,,,,,,,,,,,,,,,
8,1997,767,male,,,,,,,,,,,,,,,,,
7,1997,790,male,,,,,,,,,,,,,,,,,
47,1997,223,male,,,,,,,,,,,,,,,,,
16,1997,287,male,,,,,,,,,,,,,,,,,
38,1997,175,female,,,,,,,,,,,,,,,,,
20,1997,731,male,,,,,,,,,,,,,,,,,
21,1997,271,female,,,,,,,,,,,,,,,,,
21,1997,545,male,,,,,,,,,,,,,,,,,
8,1997,391,male,,,,,,,,,,,,,,,,,
7,1997,200,female,,,,,,,,,,,,,,,,,
45,1997,152,female,,,,,,,,,,,,,,,,,
7,1997,998,female,,,,,,,,,,,,,,,,,
11,1998,466,male,,,,,,,,,,,,,,,,,
17,1998,379,male,,,,,,,,,,,,,,,,,
17,1998,685,male,,,,,,,,,,,,,,,,,
12,1998,237,male,,,,,,,,,,,,,,,,,
17,1998,678,female,,,,,,,,,,,,,,,,,
20,1998,196,male,,,,,,,,,,,,,,,,,
23,1998,560,female,,,,,,,,,,,,,,,,,
12,1998,201,male,,,,,,,,,,,,,,,,,
25,1998,729,female,,,,,,,,,,,,,,,,,
12,1998,815,male,,,,,,,,,,,,,,,,,
10,1998,4469,male,,,,,,,,,,,,,,,,,
19,1998,365,male,,,,,,,,,,,,,,,,,
13,1998,454,female,,,,,,,,,,,,,,,,,
16,1998,148,male,,,,,,,,,,,,,,,,,
9,1998,1035,male,,,,,,,,,,,,,,,,,
14,1998,625,male,,,,,,,,,,,,,,,,,
21,1998,898,male,,,,,,,,,,,,,,,,,
16,1998,165,male,,,,,,,,,,,,,,,,,
42,1998,158,male,,,,,,,,,,,,,,,,,
9,1998,2445,male,,,,,,,,,,,,,,,,,
9,1998,924,male,,,,,,,,,,,,,,,,,
16,1998,503,male,,,,,,,,,,,,,,,,,
17,1998,263,male,,,,,,,,,,,,,,,,,
13,1998,719,male,,,,,,,,,,,,,,,,,
24,1998,240,male,,,,,,,,,,,,,,,,,
43,1998,969,male,,,,,,,,,,,,,,,,,
23,1998,312,male,,,,,,,,,,,,,,,,,
13,1998,339,male,,,,,,,,,,,,,,,,,
17,1998,865,male,,,,,,,,,,,,,,,,,
11,1998,480,male,,,,,,,,,,,,,,,,,
59,1998,120,male,,,,,,,,,,,,,,,,,
10,1998,261,female,,,,,,,,,,,,,,,,,
17,1998,1208,male,,,,,,,,,,,,,,,,,
24,1998,665,male,,,,,,,,,,,,,,,,,
17,1998,170,male,,,,,,,,,,,,,,,,,
20,1998,370,male,,,,,,,,,,,,,,,,,
13,1998,420,male,,,,,,,,,,,,,,,,,
11,1998,873,male,,,,,,,,,,,,,,,,,
43,1998,116,male,,,,,,,,,,,,,,,,,
27,1998,870,male,,,,,,,,,,,,,,,,,
11,1998,203,male,,,,,,,,,,,,,,,,,
35,1998,270,male,,,,,,,,,,,,,,,,,
7,1998,388,male,,,,,,,,,,,,,,,,,
9,1998,639,male,,,,,,,,,,,,,,,,,
21,1998,282,male,,,,,,,,,,,,,,,,,
11,1998,154,male,,,,,,,,,,,,,,,,,
11,1998,398,female,,,,,,,,,,,,,,,,,
15,1998,347,male,,,,,,,,,,,,,,,,,
24,1998,350,female,,,,,,,,,,,,,,,,,
10,1998,280,male,,,,,,,,,,,,,,,,,
10,1998,775,male,,,,,,,,,,,,,,,,,
17,1998,868,male,,,,,,,,,,,,,,,,,
13,1998,856,male,,,,,,,,,,,,,,,,,
9,1998,207,male,,,,,,,,,,,,,,,,,
19,1998,935,male,,,,,,,,,,,,,,,,,
6,1998,187,male,,,,,,,,,,,,,,,,,
16,1998,356,male,,,,,,,,,,,,,,,,,
8,1998,645,male,,,,,,,,,,,,,,,,,
21,1998,1277,male,,,,,,,,,,,,,,,,,
21,1998,611,male,,,,,,,,,,,,,,,,,
67,1998,419,male,,,,,,,,,,,,,,,,,
9,1998,711,male,,,,,,,,,,,,,,,,,
13,1998,283,male,,,,,,,,,,,,,,,,,
8,1998,273,female,,,,,,,,,,,,,,,,,
16,1998,197,male,,,,,,,,,,,,,,,,,
16,1998,248,male,,,,,,,,,,,,,,,,,
17,1998,187,male,,,,,,,,,,,,,,,,,
24,1998,179,male,,,,,,,,,,,,,,,,,
42,1998,544,female,,,,,,,,,,,,,,,,,
29,1998,481,male,,,,,,,,,,,,,,,,,
16,1998,260,male,,,,,,,,,,,,,,,,,
29,1998,957,male,,,,,,,,,,,,,,,,,
10,1998,1791,male,,,,,,,,,,,,,,,,,
8,1998,1922,male,,,,,,,,,,,,,,,,,
53,1998,1046,male,,,,,,,,,,,,,,,,,
10,1998,729,male,,,,,,,,,,,,,,,,,
33,1998,192,female,,,,,,,,,,,,,,,,,
11,1998,819,male,,,,,,,,,,,,,,,,,
11,1998,407,male,,,,,,,,,,,,,,,,,
27,1998,790,male,,,,,,,,,,,,,,,,,
11,1998,1156,male,,,,,,,,,,,,,,,,,
18,1998,275,male,,,,,,,,,,,,,,,,,
41,1998,699,male,,,,,,,,,,,,,,,,,
17,1998,512,male,,,,,,,,,,,,,,,,,
11,1998,473,male,,,,,,,,,,,,,,,,,
14,1998,614,male,,,,,,,,,,,,,,,,,
11,1998,689,male,,,,,,,,,,,,,,,,,
21,1998,596,female,,,,,,,,,,,,,,,,,
47,1998,293,male,,,,,,,,,,,,,,,,,
15,1998,362,male,,,,,,,,,,,,,,,,,
14,1998,362,male,,,,,,,,,,,,,,,,,
10,1998,167,female,,,,,,,,,,,,,,,,,
11,1998,249,female,,,,,,,,,,,,,,,,,
11,1998,199,male,,,,,,,,,,,,,,,,,
8,1998,666,male,,,,,,,,,,,,,,,,,
19,1998,678,male,,,,,,,,,,,,,,,,,
23,1998,343,male,,,,,,,,,,,,,,,,,
7,1998,506,male,,,,,,,,,,,,,,,,,
17,1998,1806,male,,,,,,,,,,,,,,,,,
18,1998,277,male,,,,,,,,,,,,,,,,,
42,1998,587,male,,,,,,,,,,,,,,,,,
11,1998,214,male,,,,,,,,,,,,,,,,,
27,1998,671,male,,,,,,,,,,,,,,,,,
15,1998,349,male,,,,,,,,,,,,,,,,,
7,1998,260,male,,,,,,,,,,,,,,,,,
7,1998,494,female,,,,,,,,,,,,,,,,,
25,1998,796,male,,,,,,,,,,,,,,,,,
11,1998,702,male,,,,,,,,,,,,,,,,,
11,1998,459,male,,,,,,,,,,,,,,,,,
55,1998,809,male,,,,,,,,,,,,,,,,,
9,1998,572,male,,,,,,,,,,,,,,,,,
21,1998,617,male,,,,,,,,,,,,,,,,,
16,1998,1030,male,,,,,,,,,,,,,,,,,
35,1998,284,female,,,,,,,,,,,,,,,,,
30,1998,271,male,,,,,,,,,,,,,,,,,
12,1998,202,male,,,,,,,,,,,,,,,,,
10,1998,614,female,,,,,,,,,,,,,,,,,
11,1998,856,male,,,,,,,,,,,,,,,,,
36,1998,166,male,,,,,,,,,,,,,,,,,
23,1998,703,female,,,,,,,,,,,,,,,,,
20,1998,148,female,,,,,,,,,,,,,,,,,
21,1998,588,male,,,,,,,,,,,,,,,,,
16,1998,174,male,,,,,,,,,,,,,,,,,
16,1998,223,female,,,,,,,,,,,,,,,,,
11,1998,704,male,,,,,,,,,,,,,,,,,
33,1998,399,male,,,,,,,,,,,,,,,,,
44,1998,356,female,,,,,,,,,,,,,,,,,
11,1998,412,male,,,,,,,,,,,,,,,,,
45,1998,1105,male,,,,,,,,,,,,,,,,,
23,1998,1106,male,,,,,,,,,,,,,,,,,
9,1998,211,female,,,,,,,,,,,,,,,,,
18,1998,962,male,,,,,,,,,,,,,,,,,
43,1998,501,male,,,,,,,,,,,,,,,,,
11,1998,672,female,,,,,,,,,,,,,,,,,
15,1998,493,male,,,,,,,,,,,,,,,,,
24,1998,821,male,,,,,,,,,,,,,,,,,
27,1998,511,male,,,,,,,,,,,,,,,,,
15,1998,365,male,,,,,,,,,,,,,,,,,
23,1998,534,male,,,,,,,,,,,,,,,,,
36,1998,592,male,,,,,,,,,,,,,,,,,
8,1998,378,male,,,,,,,,,,,,,,,,,
9,1998,649,male,,,,,,,,,,,,,,,,,
28,1998,1038,male,,,,,,,,,,,,,,,,,
20,1998,309,male,,,,,,,,,,,,,,,,,
44,1998,333,male,,,,,,,,,,,,,,,,,
39,1998,860,male,,,,,,,,,,,,,,,,,
14,1998,605,female,,,,,,,,,,,,,,,,,
20,1998,277,male,,,,,,,,,,,,,,,,,
43,1998,1093,male,,,,,,,,,,,,,,,,,
19,1998,197,male,,,,,,,,,,,,,,,,,
27,1998,206,male,,,,,,,,,,,,,,,,,
23,1998,584,male,,,,,,,,,,,,,,,,,
13,1998,277,male,,,,,,,,,,,,,,,,,
9,1998,865,male,,,,,,,,,,,,,,,,,
14,1998,264,female,,,,,,,,,,,,,,,,,
11,1998,785,male,,,,,,,,,,,,,,,,,
7,1998,396,male,,,,,,,,,,,,,,,,,
9,1998,730,male,,,,,,,,,,,,,,,,,
37,1998,798,male,,,,,,,,,,,,,,,,,
21,1998,450,male,,,,,,,,,,,,,,,,,
49,1998,820,male,,,,,,,,,,,,,,,,,
8,1998,1170,female,,,,,,,,,,,,,,,,,
20,1998,247,male,,,,,,,,,,,,,,,,,
43,1998,883,male,,,,,,,,,,,,,,,,,
19,1998,1001,male,,,,,,,,,,,,,,,,,
16,1998,483,male,,,,,,,,,,,,,,,,,
9,1998,424,male,,,,,,,,,,,,,,,,,
36,1998,410,male,,,,,,,,,,,,,,,,,
16,1998,329,male,,,,,,,,,,,,,,,,,
10,1998,369,male,,,,,,,,,,,,,,,,,
13,1998,674,male,,,,,,,,,,,,,,,,,
15,1998,1100,male,,,,,,,,,,,,,,,,,
29,1998,757,male,,,,,,,,,,,,,,,,,
7,1998,368,male,,,,,,,,,,,,,,,,,
8,1998,332,male,,,,,,,,,,,,,,,,,
9,1998,233,male,,,,,,,,,,,,,,,,,
23,1998,493,male,,,,,,,,,,,,,,,,,
12,1998,688,male,,,,,,,,,,,,,,,,,
8,1998,862,female,,,,,,,,,,,,,,,,,
16,1998,507,male,,,,,,,,,,,,,,,,,
9,1998,2092,male,,,,,,,,,,,,,,,,,
16,1998,303,female,,,,,,,,,,,,,,,,,
21,1998,315,male,,,,,,,,,,,,,,,,,
22,1998,587,male,,,,,,,,,,,,,,,,,
33,1998,262,male,,,,,,,,,,,,,,,,,
21,1998,428,male,,,,,,,,,,,,,,,,,
17,1998,228,male,,,,,,,,,,,,,,,,,
15,1998,632,male,,,,,,,,,,,,,,,,,
25,1998,161,male,,,,,,,,,,,,,,,,,
24,1998,378,male,,,,,,,,,,,,,,,,,
13,1998,223,male,,,,,,,,,,,,,,,,,
16,1998,950,male,,,,,,,,,,,,,,,,,
8,1998,763,male,,,,,,,,,,,,,,,,,
28,1998,176,male,,,,,,,,,,,,,,,,,
16,1998,313,male,,,,,,,,,,,,,,,,,
9,1998,574,male,,,,,,,,,,,,,,,,,
8,1998,522,male,,,,,,,,,,,,,,,,,
7,1998,750,male,,,,,,,,,,,,,,,,,
12,1998,343,female,,,,,,,,,,,,,,,,,
17,1998,877,male,,,,,,,,,,,,,,,,,
9,1998,496,male,,,,,,,,,,,,,,,,,
7,1998,408,male,,,,,,,,,,,,,,,,,
36,1998,177,female,,,,,,,,,,,,,,,,,
14,1998,522,male,,,,,,,,,,,,,,,,,
9,1998,793,male,,,,,,,,,,,,,,,,,
15,1998,763,male,,,,,,,,,,,,,,,,,
21,1998,634,male,,,,,,,,,,,,,,,,,
11,1998,661,female,,,,,,,,,,,,,,,,,
8,1998,125,female,,,,,,,,,,,,,,,,,
13,1998,529,male,,,,,,,,,,,,,,,,,
9,1998,367,male,,,,,,,,,,,,,,,,,
8,1998,496,male,,,,,,,,,,,,,,,,,
13,1998,449,male,,,,,,,,,,,,,,,,,
19,1998,807,male,,,,,,,,,,,,,,,,,
12,1998,274,male,,,,,,,,,,,,,,,,,
9,1998,2214,male,,,,,,,,,,,,,,,,,
19,1998,1530,male,,,,,,,,,,,,,,,,,
9,1998,379,male,,,,,,,,,,,,,,,,,
7,1998,576,female,,,,,,,,,,,,,,,,,
33,1998,787,male,,,,,,,,,,,,,,,,,
10,1998,309,male,,,,,,,,,,,,,,,,,
37,1998,988,male,,,,,,,,,,,,,,,,,
14,1998,196,female,,,,,,,,,,,,,,,,,
18,1998,485,male,,,,,,,,,,,,,,,,,
13,1998,385,male,,,,,,,,,,,,,,,,,
9,1998,1993,male,,,,,,,,,,,,,,,,,
45,1998,606,female,,,,,,,,,,,,,,,,,
16,1998,343,male,,,,,,,,,,,,,,,,,
21,1998,367,female,,,,,,,,,,,,,,,,,
24,1998,109,male,,,,,,,,,,,,,,,,,
11,1998,1404,female,,,,,,,,,,,,,,,,,
19,1998,215,male,,,,,,,,,,,,,,,,,
59,1998,337,male,,,,,,,,,,,,,,,,,
21,1998,1078,male,,,,,,,,,,,,,,,,,
11,1998,1457,male,,,,,,,,,,,,,,,,,
23,1998,783,male,,,,,,,,,,,,,,,,,
15,1998,822,male,,,,,,,,,,,,,,,,,
13,1998,741,female,,,,,,,,,,,,,,,,,
43,1998,815,male,,,,,,,,,,,,,,,,,
8,1998,155,female,,,,,,,,,,,,,,,,,
9,1998,1016,male,,,,,,,,,,,,,,,,,
11,1998,808,female,,,,,,,,,,,,,,,,,
43,1998,358,male,,,,,,,,,,,,,,,,,
23,1998,318,male,,,,,,,,,,,,,,,,,
49,1998,270,female,,,,,,,,,,,,,,,,,
9,1998,825,male,,,,,,,,,,,,,,,,,
18,1998,320,female,,,,,,,,,,,,,,,,,
11,1998,568,male,,,,,,,,,,,,,,,,,
19,1998,289,male,,,,,,,,,,,,,,,,,
23,1998,348,male,,,,,,,,,,,,,,,,,
53,1998,480,male,,,,,,,,,,,,,,,,,
23,1998,163,female,,,,,,,,,,,,,,,,,
19,1998,657,male,,,,,,,,,,,,,,,,,
33,1998,218,male,,,,,,,,,,,,,,,,,
18,1998,542,female,,,,,,,,,,,,,,,,,
21,1998,274,male,,,,,,,,,,,,,,,,,
13,1998,292,male,,,,,,,,,,,,,,,,,
13,1998,535,male,,,,,,,,,,,,,,,,,
12,1998,342,female,,,,,,,,,,,,,,,,,
44,1998,581,male,,,,,,,,,,,,,,,,,
23,1998,946,male,,,,,,,,,,,,,,,,,
9,1998,424,male,,,,,,,,,,,,,,,,,
17,1998,268,male,,,,,,,,,,,,,,,,,
7,1998,261,male,,,,,,,,,,,,,,,,,
45,1998,895,female,,,,,,,,,,,,,,,,,
23,1998,744,male,,,,,,,,,,,,,,,,,
31,1998,520,male,,,,,,,,,,,,,,,,,
23,1998,391,male,,,,,,,,,,,,,,,,,
11,1998,798,male,,,,,,,,,,,,,,,,,
12,1998,960,female,,,,,,,,,,,,,,,,,
4,1998,1016,male,,,,,,,,,,,,,,,,,
11,1998,693,male,,,,,,,,,,,,,,,,,
9,1998,207,male,,,,,,,,,,,,,,,,,
27,1998,664,male,,,,,,,,,,,,,,,,,
7,1998,417,male,,,,,,,,,,,,,,,,,
9,1998,395,male,,,,,,,,,,,,,,,,,
59,1998,376,male,,,,,,,,,,,,,,,,,
11,1998,332,male,,,,,,,,,,,,,,,,,
20,1998,295,male,,,,,,,,,,,,,,,,,
11,1998,424,male,,,,,,,,,,,,,,,,,
22,1998,960,male,,,,,,,,,,,,,,,,,
22,1998,336,male,,,,,,,,,,,,,,,,,
17,1998,296,female,,,,,,,,,,,,,,,,,
42,1998,426,male,,,,,,,,,,,,,,,,,
11,1998,596,female,,,,,,,,,,,,,,,,,
12,1998,903,male,,,,,,,,,,,,,,,,,
7,1998,443,male,,,,,,,,,,,,,,,,,
24,1998,530,male,,,,,,,,,,,,,,,,,
8,1998,1241,male,,,,,,,,,,,,,,,,,
39,1998,476,male,,,,,,,,,,,,,,,,,
10,1998,422,female,,,,,,,,,,,,,,,,,
12,1998,387,male,,,,,,,,,,,,,,,,,
19,1998,729,female,,,,,,,,,,,,,,,,,
20,1998,308,male,,,,,,,,,,,,,,,,,
19,1998,948,male,,,,,,,,,,,,,,,,,
43,1998,821,female,,,,,,,,,,,,,,,,,
7,1998,769,male,,,,,,,,,,,,,,,,,
1,1998,2297,male,,,,,,,,,,,,,,,,,
11,1998,632,male,,,,,,,,,,,,,,,,,
16,1998,367,male,,,,,,,,,,,,,,,,,
1,1998,4495,male,,,,,,,,,,,,,,,,,
21,1998,269,male,,,,,,,,,,,,,,,,,
10,1998,184,male,,,,,,,,,,,,,,,,,
13,1998,188,male,,,,,,,,,,,,,,,,,
7,1998,321,male,,,,,,,,,,,,,,,,,
8,1998,250,male,,,,,,,,,,,,,,,,,
9,1998,336,male,,,,,,,,,,,,,,,,,
11,1998,708,male,,,,,,,,,,,,,,,,,
9,1998,188,male,,,,,,,,,,,,,,,,,
8,1998,320,male,,,,,,,,,,,,,,,,,
8,1998,251,male,,,,,,,,,,,,,,,,,
45,1998,1210,female,,,,,,,,,,,,,,,,,
19,1998,203,male,,,,,,,,,,,,,,,,,
13,1998,209,male,,,,,,,,,,,,,,,,,
11,1998,183,male,,,,,,,,,,,,,,,,,
7,1998,796,male,,,,,,,,,,,,,,,,,
7,1998,403,female,,,,,,,,,,,,,,,,,
7,1998,292,male,,,,,,,,,,,,,,,,,
10,1998,768,male,,,,,,,,,,,,,,,,,
28,1998,150,male,,,,,,,,,,,,,,,,,
42,1998,438,female,,,,,,,,,,,,,,,,,
18,1998,221,male,,,,,,,,,,,,,,,,,
37,1998,349,male,,,,,,,,,,,,,,,,,
67,1998,570,male,,,,,,,,,,,,,,,,,
8,1998,275,male,,,,,,,,,,,,,,,,,
43,1998,1034,male,,,,,,,,,,,,,,,,,
43,1998,642,male,,,,,,,,,,,,,,,,,
29,1998,929,male,,,,,,,,,,,,,,,,,
